epoch,learning_rate,train_loss,train_accuracy,validation_loss,validation_accuracy,epoch_seconds,peak_gpu_memory_mb
1,0.001,2.8804599113768767,0.06133350920002638,3.618156085452977,0.06587537091988131,33.70355620000191,320.00341796875
2,0.001,2.861122749761078,0.06291630943744642,5.345605433376323,0.06587537091988131,47.64667019999979,320.00341796875
3,0.001,2.852279639877745,0.06304820945723141,10.125366657070307,0.06350148367952523,46.94523879999906,320.00341796875
4,0.001,2.8480774991030997,0.06370770955615643,66.33855522648163,0.06468842729970327,50.90795459999936,320.00341796875
5,0.001,2.846496960673854,0.066807360021104,7.223073638157604,0.05519287833827893,26.551488499997504,320.00341796875
6,0.001,2.77332638986647,0.08804326320648947,2.4964177202400184,0.16735905044510385,27.712480900001538,320.00341796875
7,0.001,2.3003351225479056,0.20688518103277714,2.204818093953571,0.23323442136498515,28.460683600002085,320.00341796875
8,0.001,2.1063342444666975,0.2703290905493636,2.027312318932055,0.3026706231454006,25.304477500001667,320.00341796875
9,0.001,1.9732788665969352,0.3164940974741146,1.931537126716591,0.32700296735905043,27.538337400001183,320.00341796875
10,0.001,1.8801037304352497,0.34933720240058036,1.8521356274183143,0.3543026706231454,25.133685299999343,320.00341796875
11,0.001,1.8104166893203364,0.3732770559915584,1.7609783256089298,0.39287833827893176,32.34130000000005,320.00341796875
12,0.001,1.7178608912446132,0.4011739101760865,1.7321089396490894,0.3875370919881306,27.33121519999986,320.00341796875
13,0.001,1.6379727346400412,0.4272241640836246,1.608837175227768,0.4344213649851632,26.70088880000185,320.00341796875
14,0.001,1.5843821320662372,0.44186506627975997,1.581199254055759,0.44985163204747775,25.317819100000634,320.00341796875
15,0.001,1.5190786116278707,0.46013321901998283,1.5113837533605559,0.46706231454005936,28.714448300001095,320.00341796875
16,0.001,1.4786513875407075,0.47009167051375056,1.4720511287185487,0.4652818991097923,25.626275800001167,320.00341796875
17,0.001,1.444314152279465,0.4822924223438633,1.4466415011918157,0.47596439169139465,28.9766907000012,320.00341796875
18,0.001,1.4128506455329937,0.489480973422146,1.4270235436606478,0.49792284866468844,26.35190429999784,320.00341796875
19,0.001,1.3911732966216048,0.49910967486645125,1.5968499918012309,0.4908011869436202,25.68661410000277,320.00341796875
20,0.001,1.369026917223486,0.5053749258062389,1.4423705585632551,0.49614243323442137,25.585222599998815,320.00341796875
21,0.001,1.3386006761743487,0.5124315768647365,1.383673919768291,0.5056379821958457,25.97428349999973,320.00341796875
22,0.001,1.3197339241245072,0.512101826815274,1.3162919992509157,0.5097922848664689,25.44938700000057,320.00341796875
23,0.001,1.3051398612653675,0.5231814284772143,1.3196790124259292,0.5056379821958457,26.511490500000946,320.00341796875
