epoch,learning_rate,train_loss,train_accuracy,validation_loss,validation_accuracy,epoch_seconds,peak_gpu_memory_mb
18,0.001,2.6086814482781424,0.13196596979489547,2.5915246115947688,0.1198813056379822,48.60397150000017,3177.8193359375
19,0.001,2.5760028469038145,0.14278177141726572,2.551045992537139,0.13471810089020772,48.495287799999915,3177.8193359375
20,0.001,2.4565630401571577,0.17061267559190132,2.3975107014709836,0.1798219584569733,48.411579300000085,3177.8193359375
21,0.001,2.4292710927296444,0.1909252786387918,2.373180758705479,0.1679525222551929,48.39147589999993,3177.8193359375
22,0.001,2.354880880745028,0.2268680340302051,2.4450877423102493,0.20474777448071216,48.50621900000033,3177.8193359375
23,0.001,2.2400467928501686,0.25093978764096814,2.2906547652507747,0.23026706231454006,48.57594199999994,3177.8193359375
24,0.001,2.1538486537003765,0.26485523972828595,2.162065283976252,0.24629080118694363,48.492487600000004,3177.8193359375
25,0.001,2.127461508208322,0.2763964914594737,2.100426679690443,0.2658753709198813,48.60827550000022,3177.8193359375
26,0.001,2.0996558120459357,0.2814086922113038,2.066078214475592,0.2765578635014837,48.585391999999956,3177.8193359375
27,0.001,2.060702962469066,0.2930818439622766,2.0321837709636292,0.2807121661721068,48.78392229999963,3177.8193359375
28,0.001,2.0755682232621586,0.2964452944667942,2.0227682419276025,0.28724035608308607,48.57285060000049,3177.8193359375
29,0.001,2.0234901244978567,0.3028424454263668,2.053173346901506,0.2884272997032641,48.71845979999944,3177.8193359375
30,0.001,2.0369695682980993,0.30092989513948426,2.051230627988142,0.27537091988130563,48.59064059999946,3177.8193359375
31,0.001,2.0020617940357788,0.3085141462771219,1.9964215213537924,0.30445103857566763,48.554844299999786,3177.8193359375
32,0.001,1.999792455502647,0.3091076963661544,2.0385325578978226,0.28961424332344216,48.74947030000021,3177.8193359375
33,0.001,2.0007879400067754,0.30825034623755193,2.0029614717387303,0.3050445103857567,48.777186399999664,3177.8193359375
34,0.001,1.9498828566578317,0.3190001978500297,1.984022136965562,0.30445103857566763,48.74391480000031,3177.8193359375
35,0.001,1.9786039414887282,0.31319659697948954,1.971357001607425,0.3002967359050445,49.80472430000009,3177.8193359375
36,0.001,1.9538829770667143,0.32163819824572976,1.9949460295612098,0.29673590504451036,49.63939279999977,3177.8193359375
37,0.001,1.9569355662230852,0.3194618479192772,1.95814978234492,0.3068249258160237,48.849254499999915,3177.8193359375
38,0.001,1.9377147223227242,0.3238804985820748,1.963334840695299,0.30089020771513353,48.81437769999957,3177.8193359375
39,0.001,1.9650895938799076,0.3245399986809998,1.973096422767073,0.3074183976261128,49.039528000000246,3177.8193359375
40,0.001,1.9057143954687301,0.3315966497394975,1.9150016672887151,0.31572700296735906,49.63923520000026,3177.8193359375
41,0.001,1.9150987229717995,0.33153069972960497,1.9700414278386962,0.3109792284866469,49.17112879999968,3177.8193359375
42,0.001,1.8810710130074026,0.34003825100573765,1.959778316650617,0.3115727002967359,49.29795859999922,3177.8193359375
43,0.001,1.8913205252830234,0.3393128008969201,1.9584898602007406,0.3103857566765579,48.61936640000022,3177.8193359375
44,0.001,1.8969226739168057,0.3430060014509002,1.9414354952577313,0.31275964391691397,49.12854510000034,3177.8193359375
45,0.001,1.858738487513534,0.3494691024203654,1.9422842745964888,0.31275964391691397,48.90605979999964,3177.8193359375
46,0.001,1.861340683706123,0.34742465211369783,1.9248983207725276,0.3264094955489614,49.096244899999874,3177.8193359375
47,0.001,1.841852811924867,0.3599551539932731,1.96804018204573,0.31632047477744807,48.6374595999996,3177.8193359375
48,0.001,1.8233801565328782,0.3655609048341357,1.9580869646383676,0.3169139465875371,48.430565199999364,3177.8193359375
49,0.001,1.8300523020020971,0.3682648552397283,1.9668347960056112,0.3252225519287834,48.54570380000041,3177.8193359375
50,0.001,1.7915809110484118,0.3747939062190859,1.9629089529507238,0.31869436201780416,48.71611260000009,3177.8193359375
