epoch,learning_rate,train_loss,train_accuracy,validation_loss,validation_accuracy,epoch_seconds,peak_gpu_memory_mb
1,0.001,2.86667369020997,0.06390555958583394,2.8305130855265994,0.07418397626112759,16.98781290000079,736.12939453125
2,0.001,2.8428615123860985,0.06542240981336148,2.8308666162745535,0.07240356083086054,16.496926800000438,736.12939453125
3,0.001,2.832913283456451,0.06278440941766142,2.8044630360532583,0.05934718100890208,14.965342900000906,736.12939453125
4,0.001,2.8202388258130666,0.06535645980346896,2.8001630981173644,0.05519287833827893,16.6589898000002,736.12939453125
5,0.001,2.815164707977948,0.066807360021104,2.7980559252843658,0.052818991097922846,16.60581160000038,736.12939453125
6,0.001,2.7532131411049208,0.09028556354283453,2.6389756864892977,0.11572700296735905,17.010637900000802,736.12939453125
7,0.001,2.439335450831751,0.16296247444437117,2.337908900314693,0.19584569732937684,15.223908299998584,736.12939453125
8,0.001,2.156707216298164,0.2551605882740882,2.0934620170989446,0.2747774480712166,17.15847129999929,736.12939453125
9,0.001,1.9898102633487516,0.3067994460199169,1.9358449665658197,0.3353115727002967,16.109505700000227,736.12939453125
10,0.001,1.8929058947742736,0.34313790147068524,1.88806280467206,0.35014836795252224,15.255963100000372,736.12939453125
11,0.001,1.8232107552659391,0.3641759546263932,1.8112494911567394,0.3596439169139466,16.298142800000278,736.12939453125
12,0.001,1.7484869188552623,0.3865330079799512,1.7458719992142402,0.3857566765578635,17.105467399998815,736.12939453125
13,0.001,1.6570622412328049,0.4166721625008244,1.7097417786142592,0.40178041543026705,17.15475459999834,736.12939453125
14,0.001,1.554847184793935,0.444371166655675,1.5452068347251733,0.4332344213649852,15.258245300001363,736.12939453125
15,0.001,1.469403252731816,0.4706852206027831,1.5342158192343103,0.42789317507418395,15.02939300000071,736.12939453125
16,0.001,1.4176470064860587,0.4837433225614984,1.544448592613288,0.4356083086053412,14.93376779999926,736.12939453125
17,0.001,1.3866571890508281,0.49106377365956605,1.4082330691708302,0.46706231454005936,14.943428700000368,736.12939453125
18,0.001,1.3442130925071545,0.5047813757172064,1.4201961941818102,0.4807121661721068,14.899879900000087,736.12939453125
19,0.001,1.3043019825508244,0.5158609773791466,1.4498117599006222,0.4664688427299703,14.973784599998908,736.12939453125
20,0.001,1.2758399082080816,0.5260832289124844,1.3705735747113779,0.47181008902077154,14.928717000000688,736.12939453125
21,0.001,1.235846468053691,0.5390094308514146,1.4233540024177258,0.4890207715133531,14.963746900000842,736.12939453125
22,0.001,1.2099473207534512,0.5474510321176548,1.3753399405352087,0.5145400593471811,15.43627860000015,736.12939453125
23,0.001,1.1763110139993724,0.558003033700455,1.40995181462885,0.486646884272997,15.167914100000417,736.12939453125
24,0.001,1.1479897073129233,0.5655872848380927,1.3768334629981382,0.5175074183976262,15.337582300000577,736.12939453125
25,0.001,1.1226247714313173,0.5748862362329354,1.4174089491190471,0.49317507418397627,15.637765299999955,736.12939453125
26,0.001,1.0881360536718214,0.5825364373804656,1.3982046602034073,0.511572700296736,15.16480489999958,736.12939453125
27,0.001,1.0530105736233162,0.5938138890720833,1.5135973850414377,0.4771513353115727,15.691726900000504,736.12939453125
28,0.001,1.033357348462833,0.5955945393391809,1.4802978602644243,0.4937685459940653,15.173125999999684,736.12939453125
29,0.001,0.9968739308444852,0.6110927916639187,1.522091805404301,0.5240356083086053,15.086595200000374,736.12939453125
30,0.001,0.974826677724663,0.6154454923168239,1.5333632895783784,0.4973293768545994,15.13336789999994,736.12939453125
