epoch,learning_rate,train_loss,train_accuracy,validation_loss,validation_accuracy,epoch_seconds,peak_gpu_memory_mb
1,5e-05,1.2965830453489526,0.5858998878849832,1.3152072574689055,0.5489614243323442,17.88797279999926,964.61572265625
2,5e-05,1.2093051347444486,0.5835256875288531,1.2827259929668302,0.541839762611276,18.103927699999986,964.61572265625
3,5e-05,1.1784205366028477,0.5818769372815406,1.2461201036011784,0.5465875370919882,17.057844599999953,964.61572265625
4,5e-05,1.1687113114572536,0.5848446877267032,1.254213543674005,0.542433234421365,23.639049899999918,964.61572265625
5,5e-05,1.161906362664831,0.5859658378948757,1.2363408077364506,0.5513353115727003,21.336222799999632,964.61572265625
6,5e-05,1.16419817387472,0.5829321374398206,1.2570285012530997,0.5471810089020771,18.2454244999999,964.61572265625
7,5e-05,1.1550568645361945,0.5886697883004682,1.25138194631752,0.5436201780415431,16.897738600000594,964.61572265625
8,5e-05,1.1488404233183795,0.5876145881421883,1.241232631326783,0.5477744807121662,16.807099700000435,964.61572265625
9,5e-05,1.1423216610920899,0.5854382378157357,1.2466928136808582,0.5448071216617211,16.808809099999962,964.61572265625
10,5e-05,1.1441201072746143,0.5913737387060608,1.2434709554609984,0.5459940652818991,16.82118790000004,964.61572265625
11,5e-05,1.1409119597087,0.5882081382312208,1.2279497387854919,0.5531157270029674,16.844682800000555,964.61572265625
12,5e-05,1.1320520650662007,0.5898568884785332,1.232740557512119,0.5513353115727003,16.899792299999717,964.61572265625
13,5e-05,1.1391086619408017,0.5905823385873508,1.241515736339354,0.541839762611276,16.895059599999513,964.61572265625
14,5e-05,1.1340561884103504,0.5887357383103607,1.238195363916346,0.5370919881305638,16.891923700000007,964.61572265625
15,5e-05,1.1265857257197087,0.5913077886961683,1.2267730878439431,0.5400593471810089,16.905073199999606,964.61572265625
16,5e-05,1.121818120479741,0.5909120886368133,1.2357234835270958,0.5448071216617211,17.17692420000003,964.61572265625
17,5e-05,1.1236319030281705,0.5888016883202533,1.2265068739741067,0.5471810089020771,17.055071899999348,964.61572265625
18,5e-05,1.1203616034628447,0.5907801886170283,1.2317340475869107,0.5454005934718101,17.472374599999966,964.61572265625
19,5e-05,1.1199501000709837,0.5919013387852008,1.258972842474012,0.5382789317507418,17.01949120000063,964.61572265625
20,5e-05,1.118453192386968,0.5915056387258458,1.2366705972999776,0.5412462908011869,16.957260000000133,964.61572265625
21,5e-05,1.1176085631388093,0.5915056387258458,1.240149473153519,0.5436201780415431,16.91931680000016,964.61572265625
22,5e-05,1.112595658090666,0.5929565389434809,1.267397444609011,0.5489614243323442,16.909970600000634,964.61572265625
23,5e-05,1.1115794764976739,0.5935500890325134,1.2400721997818536,0.5554896142433234,16.904159300000174,964.61572265625
24,5e-05,1.1080662260377563,0.5967816395172459,1.2230092452612404,0.5459940652818991,16.922726099999636,964.61572265625
25,5e-05,1.1118048803477523,0.5944074391611158,1.230075180424427,0.5507418397626113,16.962348200000633,964.61572265625
26,5e-05,1.109120174404154,0.5963859394578909,1.2385942266673646,0.541839762611276,16.924873100000696,964.61572265625
27,5e-05,1.1067381613976108,0.597968739695311,1.2293874940815595,0.5471810089020771,16.914086299999326,964.61572265625
28,5e-05,1.0998702105624862,0.5942755391413309,1.2313430890838895,0.5525222551928783,16.910831500000313,964.61572265625
29,5e-05,1.1077573146337665,0.5949350392402559,1.2329902232223873,0.5465875370919882,16.99067490000016,964.61572265625
30,5e-05,1.1037279099121828,0.597573039635956,1.2425663655872514,0.5454005934718101,17.023022399999718,964.61572265625
31,5e-05,1.0956740030856826,0.6001450900217635,1.2332966471991835,0.5531157270029674,17.08982300000025,964.61572265625
32,5e-05,1.1012854446704725,0.5961221394183209,1.2228568273765044,0.542433234421365,17.06406849999985,964.61572265625
33,5e-05,1.09566245146338,0.5994855899228385,1.2665986344793077,0.5353115727002967,17.10187130000031,964.61572265625
34,5e-05,1.0929112320390326,0.600870540130581,1.2404555194101985,0.5519287833827893,17.024872899999536,964.61572265625
35,5e-05,1.1026296365436397,0.5967156895073534,1.252989232504757,0.5495548961424332,17.140365700000075,964.61572265625
36,5e-05,1.0940632770756953,0.6004088900613335,1.231116317146256,0.5471810089020771,17.62326699999994,964.61572265625
37,5e-05,1.0951937028712808,0.6002769900415486,1.2774767842420132,0.5394658753709198,20.54443110000011,964.61572265625
38,5e-05,1.0923649535395812,0.6019916902987535,1.2486478970383323,0.5554896142433234,19.535988999999972,964.61572265625
39,5e-05,1.092122114908331,0.6019916902987535,1.2499952665776102,0.5501483679525223,19.15846480000073,964.61572265625
40,5e-05,1.0884209021425715,0.6051572907735936,1.2459193601806369,0.5525222551928783,17.089692999999897,964.61572265625
41,5e-05,1.0903931284520003,0.600079140011871,1.2511185995549052,0.5412462908011869,17.42461160000039,964.61572265625
42,5e-05,1.088750717492592,0.6021895403284311,1.2538740641285475,0.5531157270029674,18.51650470000004,964.61572265625
